taxon_oid	Domain	Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID 	Phylum	Class	Order	Family	Genus	Species	IMG Product Assignment	IMG Release	IMG Submission ID	JGI Project ID / ITS PID	JGI Analysis Product Name	JGI Analysis Project Type	GOLD Analysis Project ID	GOLD Analysis Project Type	GOLD Sequencing Project ID	GOLD Study ID	Add Date	Assembly Method	Combined Sample	Comments	Distance Matrix Calc. Date	Funding Agency	Gene Model QC	Genome Completeness %	High Quality	Is Public	NCBI Taxon ID	NCBI Project ID	RefSeq Project ID	Release Date	Strain	Submission Type	User Access	Genome Size   * assembled	Gene Count   * assembled	
640069318	Archaea	Finished	Diverse archaeal organisms	Methanoculleus marisnigri JR1, DSM 1498	DOE Joint Genome Institute (JGI)	640069318	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus	Methanoculleus marisnigri	NA	IMG/W 2.2	0	16754	NA	Genome Analysis	Ga0029364	Genome Analysis	Gp0000201	Gs0012158	2007-04-13	Phred-Phrap v. 4.24 SPS-Consed v. 20.0	NA	NA	2017-03-28	DOE	No	NA	Yes	Yes	368407	16330	58561	2007-06-01	JR1, DSM 1498	Primary	NA	2478101	2560	
646564549	Archaea	Finished	5 mesophilic methanococci Proposal # 0179-051115	Methanococcus voltae A3	DOE Joint Genome Institute (JGI)	646564549	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus	Methanococcus voltae	NA	IMG/W 3.2	0	16136	NA	Genome Analysis	Ga0029362	Genome Analysis	Gp0002331	Gs0000006	2010-06-24	NA	NA	NA	2017-03-28	NA	Yes	NA	Yes	Yes	456320	20131	49529	2010-08-01	A3	Primary	NA	1936387	1768	
2693429892	Archaea	Permanent Draft	Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera	Haloarcula vallismortis DSM 3756	DOE Joint Genome Institute (JGI)	2693429892	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Haloarcula	Haloarcula vallismortis	Yes	0	94576	1108108	Microbial Minimal Draft Isolate Genome	Genome Analysis	Ga0131212	Genome Analysis	Gp0148721	Gs0103574	2016-08-31	spades v. 3.6.2	NA	NA	2017-03-28	NA	No	NA	Yes	Yes	28442	0	0	2016-09-12	DSM 3756	Primary	NA	3896637	4094	
2698536698	Archaea	Permanent Draft	Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera	Haladaptatus paucihalophilus DSM 18195	DOE Joint Genome Institute (JGI)	2698536698	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Haladaptatus	Haladaptatus paucihalophilus	Yes	0	97166	1108123	Microbial Minimal Draft Isolate Genome	Genome Analysis	Ga0131227	Genome Analysis	Gp0148799	Gs0103574	2016-10-04	spades v. 3.6.2	NA	NA	2017-03-28	NA	Yes	NA	Yes	Yes	797209	0	0	2016-10-14	DX253	Primary	NA	4283698	4455	
2510065009	Archaea	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Caldisphaera lagunensis DSM 15908	DOE Joint Genome Institute (JGI)	2510065009	Crenarchaeota	Thermoprotei	Acidilobales	Caldisphaeraceae	Caldisphaera	Caldisphaera lagunensis	Yes	0	6792	98032	NA	Genome Analysis	Ga0025053	Genome Analysis	Gp0003486	Gs0000008	2011-12-28	ALLPATHS v. R41043, Velvet v. 1.1.05, Phrap v. 4.24 SPS	NA	NA	2017-03-28	DOE	Yes	NA	Yes	Yes	1056495	70815	0	2011-12-28	DSM 15908	Primary	NA	1546846	1591	
2574179771	Archaea	Permanent Draft	Genomic biology of novel permafrost methanogens: Methanobacterium veterum and M. arcticum	Methanobacterium arcticum M2, DSM 19844	DOE Joint Genome Institute (JGI)	2574179771	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium arcticum	Yes	0	39428	1022133	Microbial Minimal Draft Isolate Genome	Genome Analysis	Ga0004724	Genome Analysis	Gp0042640	Gs0015049	2014-06-12	vpAllpaths v. r46652	NA	NA	2017-03-28	DOE	No	NA	No	Yes	386456	0	0	2014-07-07	M2	Primary	NA	3393923	3349	
2506520034	Archaea	Finished	Completing the genomic survey of haloarchaeal genomes (revised), part 1	Halopiger xanaduensis SH-6	DOE Joint Genome Institute (JGI)	2506520034	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Halopiger	Halopiger xanaduensis	Yes	0	5687	402800	NA	Genome Analysis	Ga0024899	Genome Analysis	Gp0006785	Gs0000112	2011-07-19	Newbler v. 2.3, Velvet v. 1.1.04, Phrap v. 4.24 SPS	NA	NA	2017-03-28	DOE	Yes	NA	Yes	Yes	797210	56049	68105	NA	SH-6	Primary	NA	4355268	4370	
640427135	Archaea	Finished	Pyrobaculum genomes	Pyrobaculum arsenaticum PZ6, DSM 13514	DOE Joint Genome Institute (JGI)	640427135	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum	Pyrobaculum arsenaticum	NA	IMG/W 2.3	0	16306	NA	Genome Analysis	Ga0030042	Genome Analysis	Gp0000172	Gs0030493	2007-06-28	NA	NA	NA	2017-03-28	DOE	No	NA	Yes	Yes	340102	15582	58409	2007-09-01	PZ6, DSM 13514	Primary	NA	2121076	2410	
2506520044	Archaea	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Natronococcus occultus SP4, DSM 3396	DOE Joint Genome Institute (JGI)	2506520044	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natronococcus	Natronococcus occultus	Yes	0	5721	97967	NA	Genome Analysis	Ga0024911	Genome Analysis	Gp0003647	Gs0000008	2011-07-19	ALLPATHS v. R41043, Velvet v. 1.1.05, Phrap v. 4.24 SPS	NA	NA	2017-03-28	DOE; DSMZ	No	NA	Yes	Yes	694430	46985	0	2011-09-30	SP4, DSM 3396	Primary	NA	4314118	4376	
2619618869	Archaea	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains	Halobellus limi CGMCC 1.10331	DOE Joint Genome Institute (JGI)	2619618869	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Halobellus	Halobellus limi	Yes	0	63920	1058208	Microbial Minimal Draft Isolate Genome	Genome Analysis	Ga0070554	Genome Analysis	Gp0113066	Gs0110196	2015-06-15	ALLPATHS v. r46652	NA	NA	2017-03-28	NA	No	NA	Yes	Yes	699433	0	0	2015-06-30	CGMCC 1.10331	Primary	NA	3735964	3747	
650716055	Archaea	Finished	CSP_787660, Methanoarchaea	Methanothermococcus okinawensis IH1	DOE Joint Genome Institute (JGI)	650716055	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanothermococcus	Methanothermococcus okinawensis	NA	IMG/W 3.5	0	202776	NA	Genome Analysis	Ga0029378	Genome Analysis	Gp0001902	Gs0011859	2011-08-22	Newbler v. 2.3	NA	NA	2017-03-28	NA	Yes	NA	Yes	Yes	647113	43653	51535	2011-12-01	IH1	Primary	NA	1677455	1672	
2617270873	Archaea	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains	Halorubrum aquaticum CGMCC 1.6377	DOE Joint Genome Institute (JGI)	2617270873	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	Halorubrum aquaticum	Yes	0	62730	1058140	Microbial Minimal Draft Isolate Genome	Genome Analysis	Ga0070160	Genome Analysis	Gp0112561	Gs0110196	2015-06-01	ALLPATHS v. r46652	NA	NA	2017-03-28	NA	No	NA	Yes	Yes	387340	0	0	2015-06-11	CGMCC 1.6377	Primary	NA	3184102	3172	
646311906	Archaea	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Archaeoglobus profundus Av18, DSM 5631	DOE Joint Genome Institute (JGI)	646311906	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus	Archaeoglobus profundus	NA	IMG/W 3.1	0	98025	NA	Genome Analysis	Ga0027555	Genome Analysis	Gp0003484	Gs0000008	2010-02-26	NA	NA	NA	2017-03-28	NA	Yes	NA	No	Yes	572546	32583	43493	2010-04-01	Av18, DSM 5631	Primary	NA	1563423	1911	
640753014	Archaea	Finished	Acidic Peat Bog methanogen	Methanoregula boonei 6A8	DOE Joint Genome Institute (JGI)	640753014	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	Methanoregula	Methanoregula boonei	NA	IMG/W 2.4	0	16755	NA	Genome Analysis	Ga0028187	Genome Analysis	Gp0000073	Gs0000218	2007-10-09	NA	NA	NA	2017-03-28	DOE	No	NA	Yes	Yes	456442	18505	58815	2007-12-01	6A8	Primary	NA	2542943	2518	
2695420988	Archaea	Permanent Draft	Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera	Halobaculum gomorrense DSM 9297	DOE Joint Genome Institute (JGI)	2695420988	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halobaculum	Halobaculum gomorrense	Yes	0	97000	1108111	Microbial Minimal Draft Isolate Genome	Genome Analysis	Ga0131215	Genome Analysis	Gp0148798	Gs0103574	2016-09-17	spades v. 3.6.2	NA	NA	2017-03-28	NA	Yes	NA	Yes	Yes	43928	0	0	2016-10-04	DSM 9297	Primary	NA	3208246	3268	
2263082001	Archaea	Draft	BED_454Sanger_Thaum	Thaumarchaeota archaeon strain BS3	DOE Joint Genome Institute (JGI)	2263082001	Thaumarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified	Yes	0	6992	0	NA	Genome Analysis	Ga0010782	Genome Analysis	Gp0013518	Gs0002178	2012-03-26	Celera Assembler	NA	Released per  IMG Data Release Policy (August 6, 2015)	2017-03-28	NA	No	NA	No	Yes	651137	0	0	2015-08-06	BS3	Primary	NA	2116572	2226	
646564583	Archaea	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Thermosphaera aggregans M11TL, DSM 11486	DOE Joint Genome Institute (JGI)	646564583	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Thermosphaera	Thermosphaera aggregans	NA	IMG/W 3.2	0	97959	NA	Genome Analysis	Ga0031199	Genome Analysis	Gp0003688	Gs0000008	2010-06-24	Newbler v. 2.3, Velvet v. 1.1.04, Phrap v. 4.24 SPS	NA	NA	2017-03-28	NA	Yes	NA	Yes	Yes	633148	36571	48993	2010-08-01	M11TL, DSM 11486	Primary	NA	1316595	1457	
2703719298	Archaea	Permanent Draft	Subsurface microbial communities from deep shales in Ohio and West Virginia, USA	Methanohalophilus euhalobius DSMZ 10369	DOE Joint Genome Institute (JGI)	2703719298	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanohalophilus	Methanohalophilus euhalobius	Yes	0	99812	1120090	Microbial Minimal Draft Isolate Genome	Genome Analysis	Ga0139039	Genome Analysis	Gp0157080	Gs0118431	2016-11-04	spades v. 3.6.2	NA	NA	2017-03-28	NA	No	NA	Yes	Yes	51203	0	0	2016-11-22	DSMZ 10369	Primary	NA	1871939	2029	
2522572139	Archaea	Draft	Hot spring microbial communities from Yellowstone National Park, US	Geoarchaeota-NAG1-GT2-r01 (from OSP_B)	DOE Joint Genome Institute (JGI)	2522572139	Candidatus Geoarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified	Yes	0	13431	0	NA	Genome Analysis	Ga0012665	Genome Analysis	Gp0035749	Gs0016042	2013-03-08	NA	NA	released per Ryan Jennings	2017-03-28	NA	No	NA	No	Yes	1448933	0	0	2016-11-30	NA	Primary	NA	491160	628	
2524023237	Archaea	Draft	Hot spring microbial communities from Yellowstone National Park, US	NAG2_ff85-r02 (from OSP_C)	DOE Joint Genome Institute (JGI)	2524023237	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Yes	0	14287	0	NA	Genome Analysis	Ga0012833	Genome Analysis	Gp0039605	Gs0016042	2013-04-19	NA	NA	released per Ryan Jennings	2017-03-28	NA	No	NA	No	Yes	2157	0	0	2016-11-30	NA	Primary	NA	1558815	1804	
2654588107	Archaea	Permanent Draft	Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera	Halorientalis persicus IBRC-M 10043	DOE Joint Genome Institute (JGI)	2654588107	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halorientalis	Halorientalis persicus	Yes	0	80427	1084719	Microbial Minimal Draft Isolate Genome	Genome Analysis	Ga0111571	Genome Analysis	Gp0131764	Gs0103574	2016-03-14	ALLPATHS v. r46652	NA	NA	2017-03-28	NA	No	NA	Yes	Yes	1367881	0	0	2016-03-22	IBRC-M 10043	Primary	NA	4869758	5238	
643692044	Archaea	Finished	LGT in Sulfolobus islandicus	Sulfolobus islandicus L.S.2.15	DOE Joint Genome Institute (JGI)	643692044	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus islandicus	NA	IMG/W 2.9	0	16438	NA	Genome Analysis	Ga0030982	Genome Analysis	Gp0002338	Gs0017186	2009-06-09	LANL pipeline, ORNL pipeline, MUMmer v. 3.0, OSLay, BLAST	NA	NA	2017-03-28	NA	No	NA	Yes	Yes	429572	18987	58871	2009-08-01	L.S.2.15	Primary	NA	2736272	3068	
2693429869	Archaea	Permanent Draft	Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera	Halobiforma haloterrestris DSM 13078	DOE Joint Genome Institute (JGI)	2693429869	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Halobiforma	Halobiforma haloterrestris	Yes	0	94553	1108115	Microbial Minimal Draft Isolate Genome	Genome Analysis	Ga0131219	Genome Analysis	Gp0148873	Gs0103574	2016-08-31	spades v. 3.6.2	NA	NA	2017-03-28	NA	No	NA	Yes	Yes	148448	0	0	2016-09-12	DSM 13078	Primary	NA	4495442	4405	
2522125034	Archaea	Draft	Hot spring microbial communities from Yellowstone National Park, US	Sulfolobales-Type-1-ST1-r01 (from NL_2)	DOE Joint Genome Institute (JGI)	2522125034	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	unclassified	Yes	0	12884	0	NA	Genome Analysis	Ga0012337	Genome Analysis	Gp0035480	Gs0016042	2013-02-22	NA	NA	released per Ryan Jennings	2017-03-28	NA	No	NA	No	Yes	2284	0	0	2016-11-30	NA	Primary	NA	1549093	1959	
2551306707	Archaea	Draft	Hot spring microbial communities from Yellowstone National Park, US	Sulfolobales ST1-r02 (Crater Hills)	DOE Joint Genome Institute (JGI)	2551306707	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	unclassified	unclassified	Yes	0	25829	0	NA	Genome Analysis	Ga0021375	Genome Analysis	Gp0067857	Gs0016042	2013-12-13	Celera	NA	released per Ryan Jennings	2017-03-28	NA	No	NA	No	Yes	118883	0	0	2016-11-30	NA	Primary	NA	1522780	1780	
2515075008	Archaea	Permanent Draft	Continuation of the Genomic Encyclopedia of Bacteria and Archaea pilot project (GEBA)	Methanolobus tindarius DSM 2278	DOE Joint Genome Institute (JGI)	2515075008	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanolobus	Methanolobus tindarius	Yes	0	9393	97916	NA	Genome Analysis	Ga0025220	Genome Analysis	Gp0003614	Gs0000117	2012-06-29	Unknown program v. before 2012-06-04	NA	NA	2017-03-28	DOE; DSMZ	Yes	NA	Yes	Yes	1090322	0	0	2012-06-29	DSM 2278	Primary	NA	3151883	3022	
2582581250	Archaea	Permanent Draft	Genomic basis of thermal adaption and carbon metabolism in permafrost isolates	Methanobacterium sp. SMA-27	DOE Joint Genome Institute (JGI)	2582581250	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium sp. SMA-27	Yes	0	44783	1015706	Microbial Improved Draft Isolate Genome	Genome Analysis	Ga0003296	Genome Analysis	Gp0033152	Gs0015048	2014-07-26	HGAP v. 2.2.0.p1	NA	NA	2017-03-28	DOE	Yes	NA	Yes	Yes	1495336	0	0	2014-08-09	SMA-27	Primary	NA	2490725	2621	
2617270895	Archaea	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains	Halogeometricum limi CGMCC 1.8711	DOE Joint Genome Institute (JGI)	2617270895	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Halogeometricum	Halogeometricum limi	Yes	0	62818	1058179	Microbial Minimal Draft Isolate Genome	Genome Analysis	Ga0070547	Genome Analysis	Gp0113057	Gs0110196	2015-06-01	ALLPATHS v. r46652	NA	NA	2017-03-28	NA	No	NA	Yes	Yes	555875	0	0	2015-06-11	CGMCC 1.8711	Primary	NA	3616269	3685	
2516653072	Archaea	Permanent Draft	Completing the genomic survey of haloarchaeal genomes (revised), part 1	Haladaptatus paucihalophilus DX253	DOE Joint Genome Institute (JGI)	2516653072	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Haladaptatus	Haladaptatus paucihalophilus	Yes	0	10408	402799	NA	Genome Analysis	Ga0026625	Genome Analysis	Gp0007065	Gs0000112	2012-08-26	Velvet v. 1.1.05, ALLPATHS v. R41554, Phrap v. 4.24	NA	NA	2017-03-28	NA	Yes	NA	Yes	Yes	797209	0	0	2012-08-26	DX253	Primary	NA	4317540	4489	
2522125045	Archaea	Draft	Hot spring microbial communities from Yellowstone National Park, US	Nanoarchaeota-NANO-r02 (from OSP_8)	DOE Joint Genome Institute (JGI)	2522125045	Nanoarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified	Yes	0	12897	0	NA	Genome Analysis	Ga0012348	Genome Analysis	Gp0008868	Gs0016042	2013-02-22	NA	NA	released per Ryan Jennings	2017-03-28	NA	No	NA	No	Yes	192989	0	0	2016-11-30	NA	Primary	NA	99725	141	
2551306700	Archaea	Draft	Hot spring microbial communities from Yellowstone National Park, US	Pyrobaculum T1 r03 (Pyrobaculum T1 r03 (Bechler))	DOE Joint Genome Institute (JGI)	2551306700	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum	unclassified	Yes	0	25822	0	NA	Genome Analysis	Ga0021368	Genome Analysis	Gp0064172	Gs0016042	2013-12-13	Celera	NA	released per Ryan Jennings	2017-03-28	NA	No	NA	No	Yes	2276	0	0	2016-11-30	T1 r03	Primary	NA	771395	1080	
2522125042	Archaea	Draft	Hot spring microbial communities from Yellowstone National Park, US	Thermoproteales-Type-2-TT2-r01 (from JCHS_4)	DOE Joint Genome Institute (JGI)	2522125042	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	unclassified	unclassified	Yes	0	12894	0	NA	Genome Analysis	Ga0012345	Genome Analysis	Gp0015923	Gs0016042	2013-02-22	NA	NA	released per Ryan Jennings	2017-03-28	NA	No	NA	No	Yes	2267	0	0	2016-11-30	NA	Primary	NA	3079472	4010	
2505679005	Archaea	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Pyrolobus fumarii 1A, DSM 11204	DOE Joint Genome Institute (JGI)	2505679005	Crenarchaeota	Thermoprotei	Desulfurococcales	Pyrodictiaceae	Pyrolobus	Pyrolobus fumarii	Yes	0	2745	97933	NA	Genome Analysis	Ga0024860	Genome Analysis	Gp0003649	Gs0000008	2011-05-21	NA	NA	NA	2017-03-28	DOE	No	NA	Yes	Yes	694429	48579	73415	2011-05-21	1A, DSM 11204	Primary	NA	1843267	2038	
643692045	Archaea	Finished	LGT in Sulfolobus islandicus	Sulfolobus islandicus M.14.25	DOE Joint Genome Institute (JGI)	643692045	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus islandicus	NA	IMG/W 2.9	0	16895	NA	Genome Analysis	Ga0030983	Genome Analysis	Gp0002334	Gs0017186	2009-06-09	LANL pipeline, ORNL pipeline, MUMmer v. 3.0, OSLay, BLAST	NA	NA	2017-03-28	NA	No	NA	Yes	Yes	427317	18871	58849	2009-08-01	M.14.25	Primary	NA	2608832	2900	
2522125040	Archaea	Draft	Hot spring microbial communities from Yellowstone National Park, US	Thermoproteales-Type-1-TT1-r03 (from CIS_19)	DOE Joint Genome Institute (JGI)	2522125040	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	unclassified	unclassified	Yes	0	12892	0	NA	Genome Analysis	Ga0012343	Genome Analysis	Gp0035619	Gs0016042	2013-02-22	NA	NA	released per Ryan Jennings	2017-03-28	NA	No	NA	No	Yes	2267	0	0	2016-11-30	NA	Primary	NA	3188423	4057	
2522572146	Archaea	Draft	Hot spring microbial communities from Yellowstone National Park, US	Thaumarchaeota-Tha-I.1d-r02 (from BED)	DOE Joint Genome Institute (JGI)	2522572146	Thaumarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified	Yes	0	13438	0	NA	Genome Analysis	Ga0012672	Genome Analysis	Gp0035755	Gs0016042	2013-03-08	NA	NA	released per Ryan Jennings	2017-03-28	NA	No	NA	No	Yes	651137	0	0	2016-11-30	NA	Primary	NA	1202119	1434	
2693429900	Archaea	Permanent Draft	Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera	Natronobacterium gregoryi DSM 3393	DOE Joint Genome Institute (JGI)	2693429900	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natronobacterium	Natronobacterium gregoryi	Yes	0	94584	1108107	Microbial Minimal Draft Isolate Genome	Genome Analysis	Ga0131211	Genome Analysis	Gp0148785	Gs0103574	2016-08-31	spades v. 3.6.2	NA	NA	2017-03-28	NA	No	NA	Yes	Yes	797304	0	0	2016-09-12	SP2	Primary	NA	3723468	3905	
646862347	Archaea	Finished	Obsidian Hot Spring Microbial Community Genomics	Sulfolobus solfataricus 98/2	DOE Joint Genome Institute (JGI)	646862347	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus solfataricus	NA	IMG/W 3.2	0	97010	NA	Genome Analysis	Ga0030989	Genome Analysis	Gp0003522	Gs0019015	2010-06-24	NA	NA	NA	2017-03-28	NA	Yes	NA	Yes	Yes	555311	30989	0	2010-08-01	98/2	Primary	NA	2668974	2728	
2517287030	Archaea	Permanent Draft	Continuation of the Genomic Encyclopedia of Bacteria and Archaea pilot project (GEBA)	Haloplanus natans DSM 17983	DOE Joint Genome Institute (JGI)	2517287030	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloplanus	Haloplanus natans	Yes	0	10628	403681	NA	Genome Analysis	Ga0026555	Genome Analysis	Gp0005437	Gs0000117	2012-09-18	Velvet v. 1.1.05, ALLPATHS v. R38445, Phrap v. 4.24	NA	NA	2017-03-28	DOE; DSMZ	Yes	NA	Yes	Yes	926690	0	0	2012-09-18	RE 101	Primary	NA	3797935	4173	
2502790017	Archaea	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Methanosalsum zhilinae WeN5, DSM 4017	DOE Joint Genome Institute (JGI)	2502790017	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosalsum	Methanosalsum zhilinae	Yes	IMG/ER 3.1	1211	97920	NA	Genome Analysis	Ga0024995	Genome Analysis	Gp0003619	Gs0000008	2010-03-22	NA	NA	NA	2017-03-28	DOE	Yes	NA	Yes	Yes	679901	40771	68249	NA	WeN5, DSM 4017	Primary	NA	2138444	2083	
2617270925	Archaea	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains	Natronorubrum sediminis CGMCC 1.8981	DOE Joint Genome Institute (JGI)	2617270925	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natronorubrum	Natronorubrum sediminis	Yes	0	62974	1058186	Microbial Minimal Draft Isolate Genome	Genome Analysis	Ga0070195	Genome Analysis	Gp0112577	Gs0110196	2015-06-01	ALLPATHS v. r46652	NA	NA	2017-03-28	NA	No	NA	Yes	Yes	640943	0	0	2015-06-11	CGMCC 1.8981	Primary	NA	3782545	3738	
2504756013	Archaea	Draft	OSPB-1 NAG1	Geoarchaeota archaeon OSPB-1 (8 best scaffolds)	DOE Joint Genome Institute (JGI)	2504756013	Geoarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified	Yes	0	2423	0	NA	Genome Analysis	Ga0009305	Genome Analysis	Gp0000625	Gs0019183	2011-03-19	NA	NA	 (8 best scaffolds)	2017-03-28	NA	No	NA	No	Yes	2157	0	0	2012-02-08	NA	Primary	NA	1724139	2065	
2507262043	Archaea	Finished	Genome sequencing and comparison of novel methanogens from peatlands and bioreactors	Methanolinea tarda NOBI-1	DOE Joint Genome Institute (JGI)	2507262043	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	Methanolinea	Methanolinea tarda	Yes	0	6112	402816	NA	Genome Analysis	Ga0024869	Genome Analysis	Gp0006537	Gs0014975	2011-09-13	Newbler v. 2.3	NA	NA	2017-03-28	DOE	Yes	NA	Yes	Yes	882090	62035	76575	2011-12-10	NOBI-1	Primary	NA	2052856	2108	
2519103186	Archaea	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Methanothermococcus thermolithotrophicus DSM 2095	DOE Joint Genome Institute (JGI)	2519103186	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanothermococcus	Methanothermococcus thermolithotrophicus	Yes	0	11850	1002953	Microbial Minimal Draft Isolate Genome	Genome Analysis	Ga0000344	Genome Analysis	Gp0013045	Gs0015051	2013-01-03	Velvet v. 1.1.04, ALLPATHS v. R41043	NA	NA	2017-03-28	DOE; DSMZ	No	NA	Yes	Yes	523845	0	0	2013-01-11	DSM 2095	Primary	NA	1686930	1750	
2528311097	Archaea	Permanent Draft	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Halalkalicoccus jeotgali B3, DSM 18796	DOE Joint Genome Institute (JGI)	2528311097	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halalkalicoccus	Halalkalicoccus jeotgali	Yes	0	15741	401056	NA	Genome Analysis	Ga0026873	Genome Analysis	Gp0000396	Gs0000008	2013-07-05	ALLPATHS v. R37654	NA	NA	2017-03-28	DOE; DSMZ	No	NA	Yes	Yes	795797	0	0	2013-07-05	B3	Primary	NA	3637498	3915	
2671180170	Archaea	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains	Halopiger salifodinae CGMCC 1.12284	DOE Joint Genome Institute (JGI)	2671180170	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Halopiger	Halopiger salifodinae	Yes	0	87389	1076342	Microbial Minimal Draft Isolate Genome	Genome Analysis	Ga0079850	Genome Analysis	Gp0120004	Gs0110196	2016-05-26	ALLPATHS v. r46652	NA	NA	2017-03-28	NA	Yes	NA	Yes	Yes	1202768	0	0	2016-06-12	CGMCC 1.12284	Primary	NA	4272165	4209	
2551306702	Archaea	Draft	Hot spring microbial communities from Yellowstone National Park, US	Pyrobaculum T1 r02 (Octopus 11)	DOE Joint Genome Institute (JGI)	2551306702	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum	unclassified	Yes	0	25824	0	NA	Genome Analysis	Ga0021370	Genome Analysis	Gp0067859	Gs0016042	2013-12-13	Celera	NA	released per Ryan Jennings	2017-03-28	NA	No	NA	No	Yes	2276	0	0	2016-11-30	T1 r02	Primary	NA	1008806	1478	
